Trade,Origin region,Destination region,Origin country,district,req ETD wk ,Cust. Code,Carrier (Std),Contract #,BR:1st Vessel,BR:1st Voyage #,Bkg Party # ,TMS #,Booking Status,Exception?,BR:PRE,BR:POL,BR:POD,BR:DEL,Move Type,BR:Req. ETD,BC:ETD POL,BR:Eqp.,BR:Eqp. Cnt,BC:Eqp.,BC:Eqp. Cnt,BC:Release Date,BC:Version,BR:Req. FEU,BC:Conf. FEU,BC: CY Cut-off Date,BC: CY Cut-off Time,BC: VGM Cut-off Date,BC: VGM Cut-off Time,BC: SI Cut-off Date,BC: SI Cut-off Time,BC:1st ETD POL,BC:1st ETA POD,BC:1st Release Date,BC:Released,BR:2nd Vessel,BR:2nd Voyage #,Consignee,Region,Bkg Type,Shipper Bkg Linked?,CRD,Date between BR creattion / ETD req,Check,x4,x5,x6,x7,x8,x9
AP > NA,AP,NA,CN,CN E.,30,NEW,MSCU,25-970GA,MSC MELATILDE,327N,177QSYSYS00976,185406480,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,22-Jul,40HCx5,5,40HCx5,5,30-Jun,1,5.625,5.625,,,,,,,22-Jul,,30-Jun,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,MSCU,25-970GA,MSC MELATILDE,327N,177QSYSYS00977,185407363,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,22-Jul,40HCx3,3,40HCx3,3,30-Jun,1,3.375,3.375,,,,,,,22-Jul,,30-Jun,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,MSCU,25-001WW,MSC LA SPEZIA,328N,177QSYSYS00978,185495825,Confirmed,Y,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,17-Jul,"40GPx1, 40HCx1",2,"40GPx1, 40HCx1",2,17-Jul,3,2.125,2.125,,,,,,,22-Jul,,07-Jul,Yes,,,Tesla,Shanghai,Bkg Agnt,Yes,,,-10,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,MSCU,25-001WW,MSC LA SPEZIA,328N,177QSYSYS00979,185495897,Confirmed,Y,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,17-Jul,40HCx3,3,40HCx3,3,17-Jul,3,3.375,3.375,,,,,,,22-Jul,,07-Jul,Yes,,,Decathlon,Shanghai,Bkg Agnt,Yes,,,-10,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,MSCU,25-001WW,MSC LA SPEZIA,328N,177QSYSYS00982,185495997,Canceled by carrier,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,,40HCx3,3,,,,,3.375,,,,,,,,,,,Yes,,,Tesla,Shanghai,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,MSCU,25-001WW,MSC LA SPEZIA,328N,177QSYSYS00980,185496036,Canceled by carrier,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,Tesla,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,MSCU,25-001WW,MSC LA SPEZIA,328N,177QSYSYS00981,185496234,Confirmed,Y,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,17-Jul,40HCx5,5,40HCx5,5,17-Jul,3,5.625,5.625,,,,,,,22-Jul,,07-Jul,Yes,,,Tesla,Shanghai,Bkg Agnt,Yes,,,-10,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,MSCU,25-001WW,MSC LA SPEZIA,328N,177QSYSYS00983,185496268,Confirmed,Y,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,17-Jul,40HCx1,1,40HCx1,1,17-Jul,4,1.125,1.125,,,,,,,22-Jul,,07-Jul,Yes,,,Decathlon,Shanghai,Bkg Agnt,Yes,,,-10,,,,,,
AP > NA,AP,NA,CN,CN E.,30,BBY,YMLU,Y25-500,YM UPSURGENCE,059E,W228230853,185563463,Confirmed,N,CNXMN,CNXMN,USLAX,USLAX,CYP/CYP,22-Jul,21-Jul,40HCx1,1,40HCx1,1,12-Jul,1,1.125,1.125,,,,,,,21-Jul,,12-Jul,Yes,,,Best Buy,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,30,TGT,ONEY,HAM0026,SEASPAN ADONIS,0071E,SGND97156400,185644975,Canceled by carrier,N,VNSGN,VNCMT,USLAX,USWZC,CYP/D,22-Jul,,45HCx1,1,,,,,1.265,,,,,,,,,,,Yes,,,Target,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,30,BBY,MSCU,25-970GA,MSC ORNELLA,329A,339IN2324341,185758231,Confirmed,N,VNSGN,VNVUT,USLAX,USLAX,CYP/CYP,22-Jul,22-Jul,40HCx1,1,40HCx1,1,06-Jul,1,1.125,1.125,,,,,,,22-Jul,,06-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,MSCU,25-001WW,MSC LA SPEZIA,328N,177QSYSYS00998,185831269,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,22-Jul,40HCx2,2,40HCx2,2,14-Jul,3,2.25,2.25,,,,,,,22-Jul,,10-Jul,Yes,,,Costco,Shanghai,Bkg Agnt,Yes,,,-4,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,MSCU,25-970GA,MSC LA SPEZIA,328N,177QSYSYS00999,185886288,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,22-Jul,22-Jul,40HCx3,3,40HCx3,3,10-Jul,1,3.375,3.375,,,,,,,22-Jul,,10-Jul,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,WAL,CMDU,89-0000,,,FOC0268409,185262027,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,40GPx1,1,40GPx1,1,27-Jun,1,1,1,,,,,,,23-Jul,27-Aug,27-Jun,Yes,,,Walmart,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,HOD,CMDU,89-0000,,,FOC0268405,185262405,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,40HCx2,2,40HCx2,2,27-Jun,1,2.25,2.25,,,,,,,23-Jul,27-Aug,27-Jun,Yes,,,Home Depot,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,CMDU,89-0000,,,FOC0268407,185262687,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,40HCx1,1,40HCx1,1,27-Jun,1,1.125,1.125,,,,,,,23-Jul,27-Aug,27-Jun,Yes,,,Costco,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,30,BBY,HDMU,CA235001,SEASPAN ADONIS,0071E,HANM27674100,185493034,Confirmed,Y,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,23-Jul,31-Jul,40HCx2,2,40HCx2,2,05-Jul,1,2.25,2.25,,,,,,,31-Jul,17-Aug,05-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,BBY,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV142351357788,185503331,Confirmed,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,40HCx11,11,40HCx11,11,03-Jul,1,12.375,12.375,,,,,,,23-Jul,,03-Jul,Yes,,,Best Buy,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NIK,HDMU,CA235001,YM TRILLION,0005E,HDMUSHAZ42360300,185506950,Confirmed,N,CNSHA,CNSHA,CAVAN,CAVAN,CYP/CYP,23-Jul,23-Jul,40RFx1,1,40RFx1,1,04-Jul,1,1.125,1.125,,,,,,,23-Jul,,04-Jul,Yes,,,Nike,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NIK,HDMU,CA235001,YM TRILLION,0005E,HDMUSHAZ42365300,185507546,Confirmed,N,CNSHA,CNSHA,CAVAN,CAEDM,CYP/CYP,23-Jul,23-Jul,40HCx2,2,40HCx2,2,04-Jul,1,2.25,2.25,,,,,,,23-Jul,,04-Jul,Yes,,,Nike,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,30,TGT,OOLU,PE2506,CMA CGM PRIDE,1TU20E1MA,2141647990,185580566,Confirmed,N,VNSGN,VNTOT,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,45HCx1,1,45HCx1,1,03-Jul,1,1.265,1.265,,,,,,,23-Jul,11-Aug,03-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,CMDU,89-0000,,,FOC0268876,185591103,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,40HCx1,1,40HCx1,1,04-Jul,1,1.125,1.125,,,,,,,23-Jul,27-Aug,04-Jul,Yes,,,Triumph,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,30,TGT,ONEY,HAM0026,YM WELCOME,036E,SGND96713900,185629511,Confirmed,Y,VNSGN,VNCMT,USLAX,USLAX,CYP/CYP,23-Jul,26-Jul,40HCx1,1,40HCx1,1,04-Jul,1,1.125,1.125,,,,,,,26-Jul,15-Aug,04-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,COSU,SSM25008,BEIJING,098E,CC4918140230,185621248,Confirmed,Y,CNXMN,CNXMN,USLAX,USLAX,CYP/CYP,23-Jul,26-Jul,"40GPx2, 40HCx3",5,"40GPx2, 40HCx3",5,18-Jul,2,5.375,5.375,,,,,,,23-Jul,07-Aug,06-Jul,Yes,,,Triumph,Xiamen,Bkg Agnt,Yes,,,-12,,,,,,
AP > NA,AP,NA,VN,VN N.,30,DEC,COSU,SSM25008,CSCL EAST CHINA SEA,058E,6360422310,185632393,Confirmed,Y,VNHPH,VNHPH,USLGB,USLAX,CYP/CYP,23-Jul,26-Jul,40HCx2,2,40HCx2,2,02-Aug,9,2.25,2.25,,,,,,,23-Jul,19-Aug,04-Jul,Yes,,,Decathlon,Vietnam,Direct,Yes,,,-29,,,,,,
AP > NA,AP,NA,CN,CN S.,30,NEW,MSCU,25-970GA,MSC RIFAYA,329N,181AY0232716125D1,185635324,Canceled by carrier,N,CNYTN,CNYTN,USLGB,USKCK,CYP/D,23-Jul,,20GPx1,1,,,,,0.5,,,,,,,,,,,No,,,Newell Brands Distribution,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,30,BBY,HDMU,CA235001,SEASPAN ADONIS,0071E,HANM75689700,185641221,Confirmed,Y,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,23-Jul,02-Aug,40HCx3,3,40HCx3,3,31-Jul,6,3.375,3.375,,,,,,,31-Jul,17-Aug,04-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,-27,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV142351358661,185649990,Confirmed,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,40HCx1,1,40HCx1,1,05-Jul,1,1.125,1.125,,,,,,,23-Jul,,05-Jul,Yes,,,Decathlon,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,DEC,MAEU,90-0090,MSC RIFAYA,329N,228951501,185655412,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,23-Jul,23-Jul,40GPx1,1,40GPx1,1,17-Jul,4,1,1,,,,,,,23-Jul,12-Aug,04-Jul,Yes,,,Decathlon,S.China,Direct,Yes,,,-13,,,,,,
AP > NA,AP,NA,CN,CN S.,30,TRI,MAEU,90-0090,MSC RIFAYA,329N,228951502,185655423,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,23-Jul,23-Jul,40HCx1,1,40HCx1,1,17-Jul,4,1.125,1.125,,,,,,,23-Jul,12-Aug,04-Jul,Yes,,,Triumph,S.China,Direct,Yes,,,-13,,,,,,
AP > NA,AP,NA,CN,CN S.,30,TRI,MAEU,90-0090,MSC RIFAYA,329N,228951506,185655424,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,23-Jul,23-Jul,40GPx1,1,40GPx1,1,20-Jul,5,1,1,,,,,,,23-Jul,12-Aug,04-Jul,Yes,,,Triumph,S.China,Direct,Yes,,,-16,,,,,,
AP > NA,AP,NA,CN,CN S.,30,TRI,MAEU,90-0090,MSC RIFAYA,329N,228951503,185655425,Canceled by carrier,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,23-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,Triumph,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,COS,MAEU,90-0090,MSC RIFAYA,329N,228951505,185655426,Canceled by carrier,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,23-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,Costco,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,COS,MAEU,90-0090,MSC RIFAYA,329N,228951570,185655428,Canceled by carrier,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,23-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,Costco,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,COS,MAEU,90-0090,MSC RIFAYA,329N,228951569,185655429,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,23-Jul,23-Jul,40HCx1,1,40HCx1,1,17-Jul,4,1.125,1.125,,,,,,,23-Jul,12-Aug,04-Jul,Yes,,,Costco,S.China,Direct,Yes,,,-13,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,CMDU,89-0000,,,FOC0268989,185685331,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,40HCx1,1,40HCx1,1,05-Jul,1,1.125,1.125,,,,,,,23-Jul,27-Aug,05-Jul,Yes,,,Triumph,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,NEW,MSCU,25-970GA,MSC RIFAYA,329N,181AY0232717461D1,185687087,Confirmed,N,CNYTN,CNYTN,USLGB,USJAA,CYP/D,23-Jul,23-Jul,40GPx3,3,40GPx3,3,06-Jul,1,3,3,,,,,,,23-Jul,,06-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,CMDU,89-0000,OOCL EGYPT,053E,NGP0386915,185694064,Confirmed,N," - , ",CNNGB,USLGB,USKCK,CYP/CYP,23-Jul,23-Jul,40HCx1,1,40HCx1,1,06-Jul,1,1.125,1.125,,,,,,,23-Jul,12-Aug,06-Jul,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN N.,30,HMH,MAEU,90-0080,,,273047035,185745078,Confirmed,N,CNTAO,CNTAO,DEBRV,DEHBO,CYP/D,23-Jul,23-Jul,20GPx1,1,20GPx1,1,11-Jul,1,0.5,0.5,,,,,,,23-Jul,08-Sep,11-Jul,Yes,,,H&M Home,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN N.,30,HMH,MAEU,90-0080,,,292105480,185749179,Confirmed,N,CNTAO,CNTAO,DEHAM,DEHAM,CYP/CYP,23-Jul,23-Jul,20GPx1,1,20GPx1,1,10-Jul,1,0.5,0.5,,,,,,,23-Jul,14-Sep,10-Jul,Yes,,,H&M Home,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN N.,30,HMH,MAEU,90-0080,,,273047036,185749238,Confirmed,Y,CNTAO,CNTAO,DEBRV,DEHBO,CYP/D,23-Jul,23-Jul,20GPx2,2,20GPx1,1,11-Jul,1,1,0.5,,,,,,,23-Jul,08-Sep,11-Jul,Yes,,,H&M Home,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,CMDU,89-0000,OOCL EGYPT,053E,NGP0391031,185749438,Confirmed,N," - , ",CNNGB,USLGB,USLGB,CYP/CYP,23-Jul,23-Jul,40HCx1,1,40HCx1,1,07-Jul,1,1.125,1.125,,,,,,,23-Jul,09-Aug,07-Jul,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,30,WAL,MSCU,25-970GA,MAERSK ENSENADA,329N,339IN2324355,185760217,Confirmed,Y,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,23-Jul,21-Jul,40HCx1,1,40HCx1,1,06-Jul,2,1.125,1.125,,,,,,,28-Jul,,06-Jul,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,CMDU,89-0000,OOCL EGYPT,053E,NGP0391597,185760758,Confirmed,N," - , ",CNNGB,USLGB,USICT,CYP/D,23-Jul,23-Jul,40GPx1,1,40GPx1,1,07-Jul,1,1,1,,,,,,,23-Jul,19-Aug,07-Jul,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,NEW,MSCU,25-970GA,MSC RIFAYA,329N,181AY0232721207D1,185813610,Confirmed,N,CNYTN,CNYTN,USLGB,USKCK,CYP/D,23-Jul,23-Jul,40HCx2,2,40HCx2,2,19-Jul,2,2.25,2.25,,,,,,,23-Jul,,10-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,-9,,,,,,
AP > EU,AP,EU,CN,CN N.,30,HMH,MAEU,90-0080,,,292105487,185879969,Confirmed,Y,CNTAO,CNTAO,DEHAM,DEHAM,CYP/CYP,23-Jul,20-Jul,40HCx1,1,40HCx1,1,12-Jul,1,1.125,1.125,,,,,,,20-Jul,14-Sep,12-Jul,Yes,,,H&M Home,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV142351360894,185893402,Confirmed,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,x1,1,45HCx1,1,11-Jul,1,1.265,1.265,,,,,,,23-Jul,,11-Jul,Yes,,,Tesla,Shanghai,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV142351360932,185893546,Confirmed,Y,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,40HCx2,2,45HCx2,2,11-Jul,1,2.25,2.53,,,,,,,23-Jul,,11-Jul,Yes,,,Tesla,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,WAL,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV142351360916,185893656,Confirmed,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,x1,1,45HCx1,1,11-Jul,1,1.265,1.265,,,,,,,23-Jul,,11-Jul,Yes,,,Walmart,Shanghai,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV142351360941,185893811,Confirmed,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,23-Jul,23-Jul,x1,1,45HCx1,1,11-Jul,1,1.265,1.265,,,,,,,23-Jul,,11-Jul,Yes,,,Triumph,Shanghai,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV142351361246,185908116,Canceled by requestor,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,23-Jul,,x1,1,,,,,1.265,,,,,,,,,,,No,,,Triumph,Shanghai,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,30,BBY,MSCU,25-970GA,MAERSK ENSENADA,329N,339IN2325016,185957196,Confirmed,Y,VNSGN,VNVUT,USLAX,USLAX,CYP/CYP,23-Jul,21-Jul,40HCx1,1,40HCx1,1,12-Jul,1,1.125,1.125,,,,,,,21-Jul,,12-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,NEW,YMLU,Y25-500,YM UPSURGENCE,059E,Received,185975634,Canceled by requestor,N,CNYTN,CNYTN,USLAX,USKCK,CYP/CYP,23-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Newell Brands Distribution,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,NEW,MSCU,25-970GA,MSC RIFAYA,329N,181AY0232727433D1,186081994,Confirmed,N,CNYTN,CNYTN,USLGB,USKCK,CYP/D,23-Jul,23-Jul,40HCx1,1,40HCx1,1,13-Jul,1,1.125,1.125,,,,,,,23-Jul,,13-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,NEW,MSCU,25-970GA,MSC RIFAYA,329N,181AY0232727434D1,186082165,Confirmed,N,CNYTN,CNYTN,USLGB,USKCK,CYP/D,23-Jul,23-Jul,40GPx1,1,40GPx1,1,13-Jul,1,1,1,,,,,,,23-Jul,,13-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,WAL,MSCU,25-970GA,MSC RIFAYA,329N,181AY0232731323D1,186240761,Canceled by requestor,N,CNYTN,CNYTN,USLGB,USKCK,CYP/D,23-Jul,,40GPx1,1,,,,,1,,,,,,,,,,,No,,,Walmart,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,HOD,EGLV,SC50089,,,146300528014,185387592,Confirmed,N,CNXMN,CNXMN,USLAX,USLAX,CYP/CYP,24-Jul,26-Jul,40HCx1,1,40HCx1,1,05-Jul,1,1.125,1.125,,,,,,,26-Jul,13-Aug,05-Jul,Yes,,,Home Depot,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,MSCU,25-970GA,,,228991497,185436449,Confirmed,N,CNXMN,CNXMN,USLAX,USLAX,CYP/CYP,24-Jul,24-Jul,45HCx1,1,45HCx1,1,05-Jul,1,1.265,1.265,,,,,,,24-Jul,07-Aug,05-Jul,Yes,,,Triumph,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,VN,VN S.,30,HMH,MAEU,90-0080,MAERSK JAIPUR,330S,228880921,185554779,Canceled by carrier,N,VNSGN,VNSGN,DEHAM,DEHAM,CYP/CYP,24-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,MAERSK CANDOR,328W,H&M Home,Vietnam,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,30,NEW,CMDU,89-0000,COSCO KAOHSIUNG,096E,QGD0324651,185638295,Confirmed,Y,CNTAO,CNTAO,USLGB,USCXL,CYP/D,24-Jul,24-Jul,20GPx2,2,20GPx1,1,05-Jul,1,1,0.5,,,,,,,24-Jul,,05-Jul,Yes,,,Newell Brands Distribution,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,TES,EGLV,SC50089,EVER LUNAR,0167-064E,149303810173,185654805,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,24-Jul,24-Jul,40HCx1,1,40HCx1,1,14-Jul,2,1.125,1.125,,,,,,,24-Jul,07-Aug,06-Jul,Yes,,,Tesla,S.China,Direct,No,,,-8,,,,,,
AP > NA,AP,NA,CN,CN S.,30,WAL,EGLV,SC50089,EVER LUNAR,0167-064E,149303810319,185654846,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,24-Jul,24-Jul,40HCx1,1,40HCx1,1,06-Jul,1,1.125,1.125,,,,,,,24-Jul,07-Aug,06-Jul,Yes,,,Walmart,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,WAL,EGLV,SC50089,EVER LUNAR,0167-064E,149303810297,185654852,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,24-Jul,24-Jul,40HCx1,1,40HCx1,1,06-Jul,1,1.125,1.125,,,,,,,24-Jul,07-Aug,06-Jul,Yes,,,Walmart,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,WAL,EGLV,SC50089,EVER LUNAR,0167-064E,149303810343,185654853,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,24-Jul,24-Jul,45HCx1,1,45HCx1,1,06-Jul,1,1.265,1.265,,,,,,,24-Jul,07-Aug,06-Jul,Yes,,,Walmart,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NIK,YMLU,Y25-500,HYUNDAI FORCE,099E,YMPRW241122908,185685785,Confirmed,N,CNNKG,CNNKG,USLAX,USLAX,CYP/CYP,24-Jul,24-Jul,40HCx5,5,40HCx5,5,07-Jul,2,5.625,5.625,,,,,,,24-Jul,,07-Jul,Yes,,,Nike,Shanghai,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,30,WAL,COSU,SSM25008,COSCO KAOHSIUNG,096E,8039945840,185694795,Confirmed,N,CNTAO,CNTAO,USLGB,USLGB,CYP/CYP,24-Jul,24-Jul,40HCx1,1,40HCx1,1,05-Jul,1,1.125,1.125,,,,,,,24-Jul,,05-Jul,Yes,,,Walmart,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,HOD,EGLV,D900070,EVER LUNAR,0167-064E,149303844230,185712546,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,24-Jul,24-Jul,40HCx1,1,40HCx1,1,06-Jul,1,1.125,1.125,,,,,,,24-Jul,07-Aug,06-Jul,Yes,,,Home Depot,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,DEC,EGLV,D900070,EVER FASHION,1306-009E,149303844299,185712585,Canceled by carrier,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,24-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Decathlon,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,BBY,OOLU,PE2508,COSCO ITALY,061E,2141713460,185714588,Confirmed,Y,CNNSA,CNNSA,USLGB,USLGB,CYP/CYP,24-Jul,24-Jul,40HCx8,8,40HCx2,2,12-Jul,5,9,2.25,,,,,,,,,11-Jul,Yes,,,Best Buy,S.China,Direct,Yes,,,-1,,,,,,
